project_id,project_name,project_type,sector,state,district,constituency,block,village,latitude,longitude,sanction_amount,released_amount,expenditure_amount,start_date,expected_completion_date,actual_completion_date,reported_progress,observed_progress,observed_progress_status,status,agency,data_status,source_type,data_availability_status,anomaly_label,anomaly_category,created_at,updated_at,fused_risk_score,risk_tier
SYN-PRJ-02917,Major Causeway Reconstruction across Seasonal Stream at Village Kalyanpur,BRIDGE,Bridges & Culverts,Karnataka,Mangaluru,Mangaluru Parliamentary Constituency,Mangaluru Block-3,Village Kalyanpur,15.184918,75.812366,3000000.0,3000000.0,2753000.0,2021-04-01,2022-06-01,2022-07-05,100.0,,NOT_AVAILABLE,COMPLETED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686107,2026-09-19 15:04:49.686109,15.0,LOW
SYN-PRJ-02918,Major Causeway Reconstruction across Seasonal Stream at Village Rampur,BRIDGE,Bridges & Culverts,Jammu and Kashmir,Jammu,Jammu Parliamentary Constituency,Jammu Block-2,Village Rampur,33.800317,76.525797,665000.0,520000.0,243000.0,2023-06-02,2025-05-19,,54.1,,NOT_AVAILABLE,DELAYED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686120,2026-09-19 15:04:49.686122,40.0,MEDIUM
SYN-PRJ-02919,Construction of High-Level Submersible Bridge across Nullah at Village Kalyanpur,BRIDGE,Bridges & Culverts,Mizoram,Lunglei,Lunglei Parliamentary Constituency,Lunglei Block-1,Village Kalyanpur,22.935939,93.110929,2165000.0,2165000.0,2062000.0,2021-08-17,2022-08-26,2022-09-01,100.0,,NOT_AVAILABLE,COMPLETED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686133,2026-09-19 15:04:49.686136,15.0,LOW
SYN-PRJ-02920,Deep Borewell with Submersible Motor and Public Distribution Cistern at Village Gandhi Gram,WATER_TANK,Drinking Water & Sanitation,Chandigarh,Chandigarh,Chandigarh Parliamentary Constituency,Chandigarh Block-5,Village Gandhi Gram,30.585978,76.708447,1370000.0,1370000.0,1356000.0,2021-07-10,2021-11-12,2021-10-27,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686147,2026-09-19 15:04:49.686149,15.0,LOW
SYN-PRJ-02921,Installation of Community Water Purification RO Plant at Village Mohanpur,WATER_TANK,Drinking Water & Sanitation,Jammu and Kashmir,Srinagar,Srinagar Parliamentary Constituency,Srinagar Block-3,Village Mohanpur,33.821201,76.432613,500000.0,500000.0,470000.0,2024-06-02,2024-08-06,2024-07-31,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686160,2026-09-19 15:04:49.686163,15.0,LOW
SYN-PRJ-02922,Installation of Community Water Purification RO Plant at Village Sundarpur,WATER_TANK,Drinking Water & Sanitation,Rajasthan,Jodhpur,Jodhpur Parliamentary Constituency,Jodhpur Block-3,Village Sundarpur,26.844579,73.963026,670000.0,670000.0,654000.0,2023-10-07,2024-06-03,2024-06-12,100.0,,NOT_AVAILABLE,COMPLETED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686173,2026-09-19 15:04:49.686176,15.0,LOW
SYN-PRJ-02923,Erection of Multi-Purpose Community Hall at Village Kalyanpur,BUILDING,Education & Community,Nagaland,Kohima,Kohima Parliamentary Constituency,Kohima Block-2,Village Kalyanpur,26.24492,94.496978,910000.0,910000.0,800000.0,2022-08-16,2023-05-20,2023-06-08,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686187,2026-09-19 15:04:49.686190,15.0,LOW
SYN-PRJ-02924,Construction of High-Level Submersible Bridge across Nullah at Village Sundarpur,BRIDGE,Bridges & Culverts,West Bengal,Howrah,Howrah Parliamentary Constituency,Howrah Block-1,Village Sundarpur,23.338072,87.735677,4290000.0,4290000.0,3732000.0,2021-06-12,2022-08-02,2022-08-17,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686201,2026-09-19 15:04:49.686204,15.0,LOW
SYN-PRJ-02925,Establishment of Primary Health Sub-Centre Building at Village Shivnagar,BUILDING,Education & Community,Telangana,Warangal,Warangal Parliamentary Constituency,Warangal Block-4,Village Shivnagar,18.001826,78.951453,2965000.0,2965000.0,2754000.0,2023-11-11,2025-02-10,2025-02-15,100.0,,NOT_AVAILABLE,COMPLETED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686214,2026-09-19 15:04:49.686226,15.0,LOW
SYN-PRJ-02926,Installation of Solar Dual-Pump Piped Drinking Water System at Village Sundarpur,WATER_TANK,Drinking Water & Sanitation,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,Thiruvananthapuram Block-4,Village Sundarpur,10.879676,76.214676,530000.0,467000.0,281000.0,2022-02-04,2022-07-14,,68.2,,NOT_AVAILABLE,DELAYED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686239,2026-09-19 15:04:49.686242,40.0,MEDIUM
SYN-PRJ-02927,Installation of Community Water Purification RO Plant at Village Sundarpur,WATER_TANK,Drinking Water & Sanitation,Andaman and Nicobar Islands,South Andaman,South Andaman Parliamentary Constituency,South Andaman Block-2,Village Sundarpur,11.81358,92.541169,600000.0,600000.0,592000.0,2022-06-05,2022-11-27,2022-11-13,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686253,2026-09-19 15:04:49.686256,15.0,LOW
SYN-PRJ-02928,Construction of High-Level Submersible Bridge across Nullah at Village Kalyanpur,BRIDGE,Bridges & Culverts,West Bengal,Darjeeling,Darjeeling Parliamentary Constituency,Darjeeling Block-3,Village Kalyanpur,22.821009,87.639214,2920000.0,2920000.0,2738000.0,2023-03-14,2024-12-03,2024-12-31,100.0,,NOT_AVAILABLE,COMPLETED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686267,2026-09-19 15:04:49.686269,15.0,LOW
SYN-PRJ-02929,Construction of Cement Concrete Road with Paver Blocks at Village Shivnagar,ROAD,Rural Connectivity & Transport,Jharkhand,Deoghar,Deoghar Parliamentary Constituency,Deoghar Block-3,Village Shivnagar,23.343371,85.217732,1410000.0,1410000.0,1374000.0,2023-10-13,2024-08-11,2024-08-01,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686281,2026-09-19 15:04:49.686284,15.0,LOW
SYN-PRJ-02930,Construction of Public Library and Reading Room at Village Shivnagar,BUILDING,Education & Community,Uttar Pradesh,Agra,Agra Parliamentary Constituency,Agra Block-5,Village Shivnagar,26.810582,80.870428,3010000.0,3010000.0,2643000.0,2023-04-23,2024-02-14,2024-03-19,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686295,2026-09-19 15:04:49.686297,15.0,LOW
SYN-PRJ-02931,Construction of Cement Concrete Road with Paver Blocks at Village Rampur,ROAD,Rural Connectivity & Transport,Madhya Pradesh,Bhopal,Bhopal Parliamentary Constituency,Bhopal Block-4,Village Rampur,23.122609,78.804264,345000.0,173000.0,61000.0,2024-05-21,2025-04-06,,37.1,,NOT_AVAILABLE,DELAYED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686308,2026-09-19 15:04:49.686310,40.0,MEDIUM
SYN-PRJ-02932,Construction of Community Hall and Center at Village Rampur (Phase-1),BRIDGE,Bridges & Culverts,Manipur,Imphal East,Imphal East Parliamentary Constituency,Imphal East Block-2,Village Rampur,24.623524,93.691029,2315000.0,2315000.0,2115000.0,2023-04-10,2024-01-28,2023-12-30,100.0,,NOT_AVAILABLE,COMPLETED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,POTENTIAL_SIMILARITY,2026-09-19 15:04:49.686323,2026-09-19 15:04:49.686325,72.0,HIGH
SYN-PRJ-02933,R.C.C. Box Culvert for Agricultural Drainage and Crossing at Village Mohanpur,BRIDGE,Bridges & Culverts,Haryana,Rohtak,Rohtak Parliamentary Constituency,Rohtak Block-2,Village Mohanpur,28.990795,76.013621,1740000.0,1740000.0,1621000.0,2023-01-09,2023-11-01,2023-11-01,100.0,,NOT_AVAILABLE,COMPLETED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686337,2026-09-19 15:04:49.686339,15.0,LOW
SYN-PRJ-02934,Construction of High-Level Submersible Bridge across Nullah at Village Sundarpur,BRIDGE,Bridges & Culverts,Gujarat,Vadodara,Vadodara Parliamentary Constituency,Vadodara Block-4,Village Sundarpur,22.179844,71.108674,595000.0,595000.0,543000.0,2021-07-06,2022-12-24,2023-01-17,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686350,2026-09-19 15:04:49.686353,15.0,LOW
SYN-PRJ-02935,Establishment of Primary Health Sub-Centre Building at Village Shivnagar,BUILDING,Education & Community,Kerala,Kochi,Kochi Parliamentary Constituency,Kochi Block-4,Village Shivnagar,10.772084,76.224715,1995000.0,1995000.0,1789000.0,2021-10-31,2022-05-18,2022-05-10,100.0,,NOT_AVAILABLE,COMPLETED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686364,2026-09-19 15:04:49.686367,15.0,LOW
SYN-PRJ-02936,Construction of Public Library and Reading Room at Village Shivnagar,BUILDING,Education & Community,Puducherry,Puducherry,Puducherry Parliamentary Constituency,Puducherry Block-2,Village Shivnagar,11.865335,79.833299,670000.0,670000.0,666000.0,2024-08-20,2025-09-22,2025-09-23,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686379,2026-09-19 15:04:49.686382,15.0,LOW
SYN-PRJ-02937,Construction of High-Level Submersible Bridge across Nullah at Village Mohanpur,BRIDGE,Bridges & Culverts,Himachal Pradesh,Shimla,Shimla Parliamentary Constituency,Shimla Block-1,Village Mohanpur,31.148044,77.064123,4300000.0,4300000.0,3666000.0,2023-09-25,2024-11-03,2024-12-06,100.0,,NOT_AVAILABLE,COMPLETED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686393,2026-09-19 15:04:49.686395,15.0,LOW
SYN-PRJ-02938,Development of Anganwadi Center and Nutrition Hub at Village Rampur,BUILDING,Education & Community,Himachal Pradesh,Kullu,Kullu Parliamentary Constituency,Kullu Block-5,Village Rampur,31.257328,77.055793,1030000.0,1030000.0,1020000.0,2023-01-09,2024-05-31,2024-07-07,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686408,2026-09-19 15:04:49.686410,15.0,LOW
SYN-PRJ-02939,Construction of Gram Panchayat Citizen Service Center at Village Kalyanpur,BUILDING,Education & Community,Bihar,Darbhanga,Darbhanga Parliamentary Constituency,Darbhanga Block-2,Village Kalyanpur,24.901964,85.358793,430000.0,430000.0,369000.0,2022-09-02,2023-04-28,2023-05-28,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686423,2026-09-19 15:04:49.686425,15.0,LOW
SYN-PRJ-02940,Widening and Strengthening of Approach Road to Primary Health Centre at Village Gandhi Gram,ROAD,Rural Connectivity & Transport,Jammu and Kashmir,Srinagar,Srinagar Parliamentary Constituency,Srinagar Block-3,Village Gandhi Gram,33.680111,76.614755,330000.0,330000.0,283000.0,2024-07-05,2025-01-10,2024-12-30,100.0,,NOT_AVAILABLE,COMPLETED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686436,2026-09-19 15:04:49.686439,15.0,LOW
SYN-PRJ-02941,Construction of Gram Panchayat Citizen Service Center at Village Gandhi Gram,BUILDING,Education & Community,Uttar Pradesh,Kanpur,Kanpur Parliamentary Constituency,Kanpur Block-4,Village Gandhi Gram,26.55826,81.113295,1500000.0,500000.0,1200000.0,2022-01-13,2023-05-31,2023-07-03,100.0,,NOT_AVAILABLE,COMPLETED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,DOCUMENT_INCONSISTENCY,2026-09-19 15:04:49.686452,2026-09-19 15:04:49.686454,80.0,CRITICAL
SYN-PRJ-02942,Laying of Interlocking Tile Pavement in Resettlement Colony at Village Sundarpur,ROAD,Rural Connectivity & Transport,Delhi,South Delhi,South Delhi Parliamentary Constituency,South Delhi Block-1,Village Sundarpur,28.784775,76.922443,3145000.0,3145000.0,3063000.0,2021-09-12,2022-09-09,2022-08-29,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686466,2026-09-19 15:04:49.686468,15.0,LOW
SYN-PRJ-02943,Upgradation of Rural Link Road with Side Drains at Village Kalyanpur,ROAD,Rural Connectivity & Transport,Kerala,Kochi,Kochi Parliamentary Constituency,Kochi Block-5,Village Kalyanpur,10.673047,76.471772,1250000.0,1250000.0,1241000.0,2021-09-01,2021-12-19,2021-12-20,100.0,,NOT_AVAILABLE,COMPLETED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686479,2026-09-19 15:04:49.686482,15.0,LOW
SYN-PRJ-02944,Construction of Cement Concrete Road with Paver Blocks at Village Shivnagar,ROAD,Rural Connectivity & Transport,Odisha,Sambalpur,Sambalpur Parliamentary Constituency,Sambalpur Block-3,Village Shivnagar,20.863214,84.998398,2220000.0,2220000.0,2158000.0,2023-01-24,2023-09-30,2023-09-06,100.0,,NOT_AVAILABLE,COMPLETED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686497,2026-09-19 15:04:49.686500,15.0,LOW
SYN-PRJ-02945,Installation of Community Water Purification RO Plant at Village Sundarpur,WATER_TANK,Drinking Water & Sanitation,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,Kozhikode Block-4,Village Sundarpur,10.578574,76.229007,815000.0,815000.0,727000.0,2023-01-02,2023-07-03,2023-07-19,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686512,2026-09-19 15:04:49.686514,15.0,LOW
SYN-PRJ-02946,Construction of High-Level Submersible Bridge across Nullah at Village Kalyanpur,BRIDGE,Bridges & Culverts,Sikkim,West Sikkim,West Sikkim Parliamentary Constituency,West Sikkim Block-5,Village Kalyanpur,27.505674,88.598059,3865000.0,3865000.0,3394000.0,2023-11-04,2025-09-21,2025-11-04,100.0,,NOT_AVAILABLE,COMPLETED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686526,2026-09-19 15:04:49.686529,15.0,LOW
SYN-PRJ-02947,Erection of Multi-Purpose Community Hall at Village Adarsh Nagar,BUILDING,Education & Community,Delhi,South Delhi,South Delhi Parliamentary Constituency,South Delhi Block-1,Village Adarsh Nagar,28.536211,76.920066,260000.0,179000.0,76000.0,2023-11-05,2025-02-27,,46.8,,NOT_AVAILABLE,DELAYED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686540,2026-09-19 15:04:49.686543,40.0,MEDIUM
SYN-PRJ-02948,Construction of Additional Classrooms at Govt High School at Village Rampur,BUILDING,Education & Community,Uttarakhand,Udham Singh Nagar,Udham Singh Nagar Parliamentary Constituency,Udham Singh Nagar Block-3,Village Rampur,30.120916,79.140108,380000.0,380000.0,375000.0,2023-04-25,2024-03-29,2024-03-24,100.0,,NOT_AVAILABLE,COMPLETED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686555,2026-09-19 15:04:49.686557,15.0,LOW
SYN-PRJ-02949,"Construction of 50,000 Litre Overhead R.C.C. Water Storage Tank at Village Gandhi Gram",WATER_TANK,Drinking Water & Sanitation,Rajasthan,Jodhpur,Jodhpur Parliamentary Constituency,Jodhpur Block-1,Village Gandhi Gram,26.835262,74.347682,250000.0,250000.0,240000.0,2023-03-10,2023-12-02,2023-11-11,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686569,2026-09-19 15:04:49.686571,15.0,LOW
SYN-PRJ-02950,Bituminous Road from Main Highway to Scheduled Village at Village Gandhi Gram,ROAD,Rural Connectivity & Transport,Himachal Pradesh,Solan,Solan Parliamentary Constituency,Solan Block-4,Village Gandhi Gram,31.109305,77.304417,1235000.0,1235000.0,1051000.0,2021-07-27,2022-05-07,2022-04-26,100.0,,NOT_AVAILABLE,COMPLETED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686583,2026-09-19 15:04:49.686585,15.0,LOW
SYN-PRJ-02951,Construction of Foot Overbridge for School Commuters at Village Rampur,BRIDGE,Bridges & Culverts,Ladakh,Leh,Leh Parliamentary Constituency,Leh Block-4,Village Rampur,34.144174,77.274427,710000.0,710000.0,663000.0,2022-06-11,2024-05-22,2024-07-04,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686597,2026-09-19 15:04:49.686599,15.0,LOW
SYN-PRJ-02952,"Construction of 50,000 Litre Overhead R.C.C. Water Storage Tank at Village Kalyanpur",WATER_TANK,Drinking Water & Sanitation,Andhra Pradesh,Visakhapatnam,Visakhapatnam Parliamentary Constituency,Visakhapatnam Block-3,Village Kalyanpur,15.894664,79.867217,1995000.0,1995000.0,1935000.0,2023-05-19,2023-08-27,2023-09-13,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686611,2026-09-19 15:04:49.686613,15.0,LOW
SYN-PRJ-02953,Erection of Multi-Purpose Community Hall at Village Shivnagar,BUILDING,Education & Community,Meghalaya,West Garo Hills,West Garo Hills Parliamentary Constituency,West Garo Hills Block-2,Village Shivnagar,25.35975,91.319644,3675000.0,3675000.0,3178000.0,2022-01-30,2022-10-13,2022-10-31,100.0,,NOT_AVAILABLE,COMPLETED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686624,2026-09-19 15:04:49.686627,15.0,LOW
SYN-PRJ-02954,Installation of Solar Dual-Pump Piped Drinking Water System at Village Adarsh Nagar,WATER_TANK,Drinking Water & Sanitation,Uttar Pradesh,Agra,Agra Parliamentary Constituency,Agra Block-3,Village Adarsh Nagar,26.825564,80.598258,460000.0,441000.0,312000.0,2024-04-19,2024-09-01,,79.2,,NOT_AVAILABLE,DELAYED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686641,2026-09-19 15:04:49.686644,40.0,MEDIUM
SYN-PRJ-02955,Installation of Solar Dual-Pump Piped Drinking Water System at Village Shivnagar,WATER_TANK,Drinking Water & Sanitation,Punjab,Bathinda,Bathinda Parliamentary Constituency,Bathinda Block-1,Village Shivnagar,31.347662,75.233035,430000.0,430000.0,409000.0,2022-02-11,2022-07-07,2022-08-09,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686657,2026-09-19 15:04:49.686660,15.0,LOW
SYN-PRJ-02956,Major Causeway Reconstruction across Seasonal Stream at Village Rampur,BRIDGE,Bridges & Culverts,Tamil Nadu,Coimbatore,Coimbatore Parliamentary Constituency,Coimbatore Block-4,Village Rampur,11.187788,78.646496,4380000.0,4304000.0,3571000.0,2024-02-23,2025-05-13,,83.5,,NOT_AVAILABLE,DELAYED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686672,2026-09-19 15:04:49.686675,40.0,MEDIUM
SYN-PRJ-02957,Construction of High-Level Submersible Bridge across Nullah at Village Sundarpur,BRIDGE,Bridges & Culverts,Goa,North Goa,North Goa Parliamentary Constituency,North Goa Block-3,Village Sundarpur,15.450214,74.172727,1905000.0,1905000.0,95250.0,2023-11-06,2024-11-29,2024-12-08,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,UNUSUAL_FINANCIAL_PATTERN,2026-09-19 15:04:49.686689,2026-09-19 15:04:49.686692,72.0,HIGH
SYN-PRJ-02958,Deep Borewell with Submersible Motor and Public Distribution Cistern at Village Adarsh Nagar,WATER_TANK,Drinking Water & Sanitation,Maharashtra,Nashik,Nashik Parliamentary Constituency,Nashik Block-1,Village Adarsh Nagar,19.723309,75.606678,1410000.0,1410000.0,1398000.0,2021-01-16,2021-08-10,2021-08-21,100.0,,NOT_AVAILABLE,COMPLETED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686705,2026-09-19 15:04:49.686708,15.0,LOW
SYN-PRJ-02959,Erection of Multi-Purpose Community Hall at Village Kalyanpur,BUILDING,Education & Community,Bihar,Darbhanga,Darbhanga Parliamentary Constituency,Darbhanga Block-3,Village Kalyanpur,25.191842,85.088287,3010000.0,3010000.0,2968000.0,2021-09-22,2022-03-24,2022-04-26,100.0,,NOT_AVAILABLE,COMPLETED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686719,2026-09-19 15:04:49.686722,15.0,LOW
SYN-PRJ-02960,Construction of Cement Concrete Road with Paver Blocks at Village Rampur,ROAD,Rural Connectivity & Transport,Jammu and Kashmir,Srinagar,Srinagar Parliamentary Constituency,Srinagar Block-4,Village Rampur,33.855707,76.444315,700000.0,402000.0,184000.0,2024-10-22,2025-03-14,,46.1,,NOT_AVAILABLE,DELAYED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686734,2026-09-19 15:04:49.686737,40.0,MEDIUM
SYN-PRJ-02961,Upgradation of Rural Link Road with Side Drains at Village Rampur,ROAD,Rural Connectivity & Transport,Goa,South Goa,South Goa Parliamentary Constituency,South Goa Block-2,Village Rampur,15.449574,74.143356,3355000.0,3355000.0,3138000.0,2023-01-17,2023-10-28,2023-09-29,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686750,2026-09-19 15:04:49.686754,15.0,LOW
SYN-PRJ-02962,Installation of Solar Dual-Pump Piped Drinking Water System at Village Gandhi Gram,WATER_TANK,Drinking Water & Sanitation,Rajasthan,Udaipur,Udaipur Parliamentary Constituency,Udaipur Block-2,Village Gandhi Gram,27.101095,74.227739,1725000.0,1213000.0,606000.0,2021-11-15,2022-06-04,,56.1,,NOT_AVAILABLE,DELAYED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686773,2026-09-19 15:04:49.686776,40.0,MEDIUM
SYN-PRJ-02963,Establishment of Primary Health Sub-Centre Building at Village Gandhi Gram,BUILDING,Education & Community,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,Kozhikode Block-1,Village Gandhi Gram,10.640215,76.167813,3050000.0,3050000.0,2730000.0,2022-09-04,2023-08-12,2023-07-31,27.1,,NOT_AVAILABLE,IN_PROGRESS,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,PAYMENT_PROGRESS_MISMATCH,2026-09-19 15:04:49.686791,2026-09-19 15:04:49.686794,72.0,HIGH
SYN-PRJ-02964,Construction of Additional Classrooms at Govt High School at Village Sundarpur,BUILDING,Education & Community,Bihar,Bhagalpur,Bhagalpur Parliamentary Constituency,Bhagalpur Block-3,Village Sundarpur,25.176787,85.333099,1950000.0,1939000.0,1418000.0,2022-07-04,2023-09-18,,75.3,,NOT_AVAILABLE,DELAYED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686806,2026-09-19 15:04:49.686809,40.0,MEDIUM
SYN-PRJ-02965,Upgradation of Rural Link Road with Side Drains at Village Sundarpur,ROAD,Rural Connectivity & Transport,Gujarat,Vadodara,Vadodara Parliamentary Constituency,Vadodara Block-5,Village Sundarpur,22.400419,71.240793,770000.0,770000.0,684000.0,2022-10-29,2023-08-15,2023-09-17,100.0,,NOT_AVAILABLE,COMPLETED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.686820,2026-09-19 15:04:49.686823,15.0,LOW
